
link: https://vnexpress.net/tuong-thuat/the-gioi/the-gioi-ngay-24-6-tong-thong-zimbabwe-suyt-bi-am-sat-3767953.html,
description: 
          Tổng thống Zimbabwe suýt bị ám sát, IS dọa hành quyết 6 người để yêu cầu Iraq thả nữ tù nhân, phát ngôn viên Nhà Trắng bị mời rời khỏi nhà 

title: Chiến dịch 30 năm sẵn sàng tung đòn giáng trả hạt nhân của Mỹ,
link: https://vnexpress.net/tin-tuc/the-gioi/quan-su/chien-dich-30-nam-san-sang-tung-don-giang-tra-hat-nhan-cua-my-3767264.html,
description: 
          11 máy bay EC-135C trong chiến dịch "Looking Glass" trực chiến liên tục ba thập kỷ để duy trì khả năng trả đũa hạt nhân cho nước Mỹ.        

title: Mỹ nói Iran sẽ gặp 'cơn thịnh nộ' nếu theo đuổi vũ khí hạt nhân,
link: https://vnexpress.net/tin-tuc/the-gioi/my-noi-iran-se-gap-con-thinh-no-neu-theo-duoi-vu-khi-hat-nhan-3767898.html,
description: 
          Ngoại trưởng Mỹ cảnh báo Iran sẽ bị cả thế giới lên án nếu phát triển vũ khí hạt nhân, khẳng định Washington không muốn dùng biện pháp quân sự.        

title: Băng đảng Argentina giấu ma túy trong bản sao cúp vàng World Cup,
link: https://vnexpress.net/tin-tuc/the-gioi/bang-dang-argentina-giau-ma-tuy-trong-ban-sao-cup-vang-world-cup-3767878.html,
description: 
          Cảnh sát Argentina thu giữ 12 kg ma túy được giấu trong những chiếc cúp vàng do một nhóm tội phạm nước này chế tạo.        

title: Tiêm kích Iraq hủy diệt cuộc họp chỉ huy IS, diệt 45 phiến quân,
link: https://vnexpress.net/tin-tuc/the-gioi/quan-su/tiem-kich-iraq-huy-diet-cuoc-hop-chi-huy-is-diet-45-phien-quan-3767883.html,
description: 
          Quân đội Iraq tiến hành đợt không kích chớp nhoáng trên lãnh thổ Syria, tiêu diệt nhiều chỉ huy cao cấp của IS.        

title: Nga khuyên khán giả tránh xem World Cup tại fanzone của FIFA,
link: https://vnexpress.net/tin-tuc/the-gioi/nga-khuyen-khan-gia-tranh-xem-world-cup-tai-fanzone-cua-fifa-3767870.html,
description: 
          Chính quyền thủ đô Moskva tuyên bố người hâm mộ nên theo dõi trận đấu của đội tuyển Nga tại nhà hàng và quán bar để tránh cảnh chen lấn.        

title: Mỹ dự báo Trung Quốc sắp sở hữu pháo hạm mạnh nhất thế giới,
link: https://vnexpress.net/tin-tuc/the-gioi/quan-su/my-du-bao-trung-quoc-sap-so-huu-phao-ham-manh-nhat-the-gioi-3767825.html,
description: 
          Tình báo Mỹ nhận định Trung Quốc có thể trang bị pháo điện từ với tầm bắn tới 200 km cho tàu chiến trong chưa đầy 10 năm nữa.        

title: Tòa báo Hà Lan bị xã hội đen tấn công bằng tên lửa chống tăng,
link: https://vnexpress.net/tin-tuc/the-gioi/cuoc-song-do-day/toa-bao-ha-lan-bi-xa-hoi-den-tan-cong-bang-ten-lua-chong-tang-3767847.html,
description: 
          Một thành viên băng nhóm xã hội đen Hà Lan bị bắt sau khi phóng tên lửa chống tăng vào một tòa soạn báo tại thủ đô Amsterdam.        

title: Mỹ có thể sắp chuyển 215 quan tài rỗng tới Triều Tiên,
link: https://vnexpress.net/tin-tuc/the-gioi/my-co-the-sap-chuyen-215-quan-tai-rong-toi-trieu-tien-3767856.html,
description: 
          Lầu Năm Góc cho biết đang chuẩn bị các bước cần thiết để nhận lại hài cốt lính Mỹ tử trận được Triều Tiên trao trả.        

title: Lực lượng chính phủ Syria bao vây khu vực đặt căn cứ Mỹ,
link: https://vnexpress.net/tin-tuc/the-gioi/quan-su/luc-luong-chinh-phu-syria-bao-vay-khu-vuc-dat-can-cu-my-3767810.html,
description: 
          Quân đội Syria giải phóng vùng đất gần biên giới với Jordan, nơi có căn cứ huấn luyện phiến quân đối lập của đặc nhiệm Mỹ.        

title: Nhật đề xuất giúp Triều Tiên phá hủy các cơ sở hạt nhân,
link: https://vnexpress.net/tin-tuc/the-gioi/nhat-de-xuat-giup-trieu-tien-pha-huy-cac-co-so-hat-nhan-3767819.html,
description: 
          Chính phủ Nhật Bản tuyên bố có thể điều các chuyên gia tới Triều Tiên, hỗ trợ nước này thực hiện phi hạt nhân hóa hoàn toàn.        

title: Trump nói Bình Nhưỡng vẫn là mối đe dọa sau hội nghị Mỹ - Triều,
link: https://vnexpress.net/tin-tuc/the-gioi/trump-noi-binh-nhuong-van-la-moi-de-doa-sau-hoi-nghi-my-trieu-3767805.html,
description: 
          Tổng thống Mỹ kéo dài các lệnh trừng phạt nhằm vào Triều Tiên thêm một năm để đối phó với kho vũ khí hạt nhân của Bình Nhưỡng.        

title: Tên lửa phát nổ trên bệ phóng, chiến hạm Đức bốc cháy,
link: https://vnexpress.net/tin-tuc/the-gioi/quan-su/ten-lua-phat-no-tren-be-phong-chien-ham-duc-boc-chay-3767793.html,
description: 
          Tàu hộ vệ tên lửa Sachsen của Đức gặp sự cố khi diễn tập ngoài khơi Na Uy, khiến hai thủy thủ bị thương.        

title: Cuộc đời gập ghềnh của nữ thủ tướng đầu tiên mang thai khi tại nhiệm,
link: https://vnexpress.net/tin-tuc/the-gioi/tu-lieu/cuoc-doi-gap-ghenh-cua-nu-thu-tuong-dau-tien-mang-thai-khi-tai-nhiem-3767121.html,
description: 
          Bị bãi nhiệm vài tháng sau khi sinh con, Thủ tướng Pakistan Benazir Bhutto sau đó vẫn tiếp tục con đường chính trị nhưng bị ám sát.        

title: Phong cách thời trang từ chiếc áo gây tranh cãi của Melania Trump,
link: https://vnexpress.net/tin-tuc/the-gioi/tu-lieu/phong-cach-thoi-trang-tu-chiec-ao-gay-tranh-cai-cua-melania-trump-3767646.html,
description: 
          Đệ nhất phu nhân Mỹ được nhận xét là người độc lập và thường tự mình đưa ra quyết định liên quan tới trang phục.        

title: Người hâm mộ Trung Quốc vỡ mộng World Cup vì mua phải vé giả,
link: https://vnexpress.net/tin-tuc/the-gioi/cuoc-song-do-day/nguoi-ham-mo-trung-quoc-vo-mong-world-cup-vi-mua-phai-ve-gia-3767320.html,
description: 
          World Cup khai mạc giữa tháng 6 nhưng tháng 5 trôi qua, anh Xue QiuLian vẫn không thấy tăm hơi tấm vé đâu.        

title: Tranh cãi về trận bóng trên chiến trường thời Thế chiến I,
link: https://vnexpress.net/tin-tuc/the-gioi/quan-su/tranh-cai-ve-tran-bong-tren-chien-truong-thoi-the-chien-i-3766899.html,
description: 
          Câu chuyện về trận bóng giữa các binh sĩ đối địch trong ngày Giáng sinh năm 1914 khơi gợi nhiều cảm hứng, dù còn nhiều nghi ngờ.        

title: Cổ động viên Brazil mất việc sau khi nói bậy với phụ nữ Nga tại World Cup,
link: https://vnexpress.net/tin-tuc/the-gioi/cuoc-song-do-day/co-dong-vien-brazil-mat-viec-sau-khi-noi-bay-voi-phu-nu-nga-tai-world-cup-3767748.html,
description: 
          Hai người Brazil bị sa thải, một người khác bị điều tra sau khi video quay cảnh họ dạy các cô gái Nga nói bậy lan truyền trên mạng.        

title: Phiến quân Yemen sẵn sàng trao cảng chiến lược cho Liên Hợp Quốc,
link: https://vnexpress.net/tin-tuc/the-gioi/quan-su/phien-quan-yemen-san-sang-trao-cang-chien-luoc-cho-lien-hop-quoc-3767668.html,
description: 
          Phiến quân Houthi muốn Liên Hợp Quốc quản lý Hodeidah, cảng chiến lược ở Yemen đang bị liên quân Arab tấn công.        

title: Những bức ảnh hiếm về Chiến tranh Triều Tiên,
link: https://vnexpress.net/photo/the-gioi/nhung-buc-anh-hiem-ve-chien-tranh-trieu-tien-3767385.html,
description: 
          Chiến tranh bùng nổ ngày 25/6/1950 khi quân đội Triều Tiên tràn xuống tấn công quân Hàn Quốc ở phía nam nhằm thống nhất bán đảo bằng vũ lực. 

title: Hàn - Triều tổ chức đoàn tụ các gia đình bị ly tán trong 7 ngày,
link: https://vnexpress.net/tin-tuc/the-gioi/han-trieu-to-chuc-doan-tu-cac-gia-dinh-bi-ly-tan-trong-7-ngay-3767722.html,
description: 
          Những gia đình bị ly tán trong Chiến tranh Triều Tiên 1950-1953 sẽ được đoàn tụ từ 20-26/8 ở núi Geumgang.        

title: Nhà 6m2, không phòng vệ sinh ở Bắc Kinh giá gần 400.000 USD,
link: https://vnexpress.net/tin-tuc/the-gioi/cuoc-song-do-day/nha-6m2-khong-phong-ve-sinh-o-bac-kinh-gia-gan-400-000-usd-3767635.html,
description: 
          Căn hộ nằm trong một hẻm nhỏ, chưa bằng cái tủ quần áo cỡ lớn và không có phòng vệ sinh có giá hàng triệu nhân dân tệ.        

title: Maradona bênh Messi, công kích LĐBĐ Argentina,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/maradona-benh-messi-cong-kich-ldbd-argentina-3768019.html,
description: Huyền thoại Diego Maradona cho rằng Messi không có lỗi khi Argentina lâm nguy ở bảng D World Cup 2018.

title: Croatia không bung sức đá Iceland, làm khó Argentina,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/croatia-khong-bung-suc-da-iceland-lam-kho-argentina-3767917.html,
description: Đội bóng đông Âu sẽ không sử dụng nhiều cầu thủ quan trọng ở trận đấu cuối cùng vòng bảng World Cup 2018.

title: Argentina lộ chiến thuật chuẩn bị cho đại chiến với Nigeria,
link: https://thethao.vnexpress.net/photo/tin-tuc/argentina-lo-chien-thuat-chuan-bi-cho-dai-chien-voi-nigeria-3767976.html,
description: Bức ảnh chụp HLV Jorge Sampaoli trên sân tập cho thấy, trong tay ông là tờ giấy ghi danh sách đội hình chiến thuật của Argentina.

title: Lukaku bắt kịp Ronaldo trong cuộc đua phá lưới,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/lukaku-bat-kip-ronaldo-trong-cuoc-dua-pha-luoi-3767959.html,
description: Hai pha lập công trong trận thắng Tunisia giúp chân sút của tuyển Bỉ nâng số bàn ghi được tại World Cup 2018 lên bốn.

title: Toni Kroos: 'Rất nhiều kẻ chờ ăn mừng Đức bị loại',
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/toni-kroos-rat-nhieu-ke-cho-an-mung-duc-bi-loai-3767952.html,
description: Người hùng của tuyển Đức xem trận thắng Thuỵ Điển 2-1 như lời đáp trả hoàn hảo các  chỉ trích nhắm vào anh và đồng đội.

title: HLV Miura: ‘CLB TP HCM đủ sức trụ hạng V-League’,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/hlv-miura-clb-tp-hcm-du-suc-tru-hang-v-league-3767936.html,
description: Nhà cầm quân người Nhật Bản tự tin vào lực lượng hiện có, dù đội bóng đã rơi xuống  đáy bảng sau thất bại 1-2 ở vòng 15 gặp Nam Định.

title: HLV Minh Phương nổi giận sau khi Đà Nẵng thua đậm Hà Nội,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/hlv-minh-phuong-noi-gian-sau-khi-da-nang-thua-dam-ha-noi-3767935.html,
description: Nhà cầm quân của Đà Nẵng cho rằng các cầu thủ đã chơi thiếu quyết tâm, dẫn tới thất bại 2-5, ảnh hưởng tới hình ảnh CLB.

title: HLV của SLNA: 'Tôi đã nói với các cầu thủ thay đổi hoặc là chết',
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/hlv-cua-slna-toi-da-noi-voi-cac-cau-thu-thay-doi-hoac-la-chet-3767921.html,
description: Sau khi đánh bại Bình Dương 1-0 ở vòng 15, ông Nguyễn Đức Thắng chia sẻ về bí quyết giúp đội bóng xứ Nghệ hồi sinh.

title: HLV Thuỵ Điển nổi giận vì bị các đồng nghiệp Đức trêu ngươi,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/hlv-thuy-dien-noi-gian-vi-bi-cac-dong-nghiep-duc-treu-nguoi-3767948.html,
description: Ông Janne Anderson bất bình với cách ban huấn luyện Đức nhảy múa trước mặt khi tan trận đấu ở lượt thứ hai bảng F World Cup 2018 hôm 23/6.

title: Joachim Low: 'Đức như đi tàu lượn, trong một bộ phim giật gân',
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/joachim-low-duc-nhu-di-tau-luon-trong-mot-bo-phim-giat-gan-3767950.html,
description: HLV tuyển Đức thừa nhận đội nhà may mắn thắng Thuỵ Điển khi có bàn ấn định tỷ số 2-1 ở thời khắc trận đấu chỉ còn khoảng chục giây.

title: Toni Kroos ghi tuyệt phẩm, Đức ngược dòng trong thế 10 người,
link: https://thethao.vnexpress.net/tong-thuat/tuong-thuat/toni-kroos-ghi-tuyet-pham-duc-nguoc-dong-trong-the-10-nguoi-3767920.html,
description: Tinh thần thép của người Đức đã phát huy đúng lúc giúp nhà đương kim vô địch đánh bại Thụy Điển với tỷ số 2-1 vào tối 23/6.

title: Paul Casey độc chiếm đỉnh bảng vòng ba giải Travelers,
link: https://thethao.vnexpress.net/tin-tuc/golf/paul-casey-doc-chiem-dinh-bang-vong-ba-giai-travelers-3768031.html,
description: Golfer 40 tuổi đánh -8 gậy tại vòng ba, để vươn lên dẫn đầu Travelers Championship với bốn gậy tốt hơn phần còn lại.

title: Lukaku: 'World Cup 2018 là cơ hội cuối cho thế hệ vàng của Bỉ',
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/lukaku-world-cup-2018-la-co-hoi-cuoi-cho-the-he-vang-cua-bi-3767947.html,
description: Trung phong tuyển Bỉ không màng đua ghi bàn với Ronaldo hay Messi, mà chỉ muốn cùng đội tuyển quốc gia chấm dứt cơn khát danh hiệu.

title: Federer lần thứ 12 vào chung kết giải Halle,
link: https://thethao.vnexpress.net/tin-tuc/tennis/federer-lan-thu-12-vao-chung-ket-giai-halle-3768022.html,
description: "Tàu tốc hành" thắng trận thứ 20 liên tiếp trên sân cỏ, khi thắng tay vợt vượt qua vòng loại Denis Kudla 7-6, 7-5 tại bán kết Gerry Weber Open.

title: Quang Hải toả sáng, Hà Nội đè bẹp Đà Nẵng,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/quang-hai-toa-sang-ha-noi-de-bep-da-nang-3767901.html,
description: Ngôi sao U23 Việt Nam ghi bàn và kiến tạo giúp Hà Nội ngược dòng giành chiến thắng 5-2 ở vòng 15 Nuti Café V-League 2018, chiều 23/6.

title: Mexico đặt một chân vào vòng 1/8,
link: https://thethao.vnexpress.net/tong-thuat/mexico-dat-mot-chan-vao-vong-1-8-3767897.html,
description: Đội bóng đến từ Trung Mỹ giành chiến thắng 2-1 trước Hàn Quốc, đứng trước cơ hội lớn để giành quyền đi tiếp ở bảng F World Cup 2018.

title: TP HCM thua ngược Nam Định trên sân nhà,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/tp-hcm-thua-nguoc-nam-dinh-tren-san-nha-3767887.html,
description: Thầy trò Toshiya Miura thất thủ 1-2 trong trận đấu tại vòng 15 V-League 2018.

title: SLNA thoát khỏi khu vực nguy hiểm ở V-League,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/slna-thoat-khoi-khu-vuc-nguy-hiem-o-v-league-3767871.html,
description: Thầy trò HLV Nguyễn Đức Thắng đánh bại Cần Thơ 1-0 trong trận đấu thuộc vòng 15 trên sân Vinh chiều 23/6.

title: Lukaku và Hazard lập cú đúp, Bỉ đè bẹp Tunisia,
link: https://thethao.vnexpress.net/tong-thuat/lukaku-va-hazard-lap-cu-dup-bi-de-bep-tunisia-3767765.html,
description: Hai ngôi sao thi đấu ở Ngoại hạng Anh thay nhau lập cú đúp, giúp đại diện châu Âu thắng 5-2 ở trận thứ hai tại World Cup 2018.

title: Argentina và bi kịch sống mòn cùng  Messi,
link: https://vnexpress.net/tin-tuc/binh-luan/argentina-va-bi-kich-song-mon-cung-messi-3767436.html,
description: Argentina thua tan nát và một lần nữa Messi lại xuất hiện trên các bìa báo như vật tế thần, dù trước giờ bóng lăn anh luôn là niềm hy vọng số một. 

title: Sao trẻ Real Madrid gây bất ngờ tại kỳ NBA Draft 2018,
link: https://thethao.vnexpress.net/tin-tuc/cac-mon-khac/sao-tre-real-madrid-gay-bat-ngo-tai-ky-nba-draft-2018-3767860.html,
description: Kỳ tuyển chọn tân binh NBA mùa giải 2018-2019 vừa khép lại với những màn thay đổi  bất ngờ.

title: Neymar tiết lộ lý do khóc sau bàn thắng vào lưới Costa Rica,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/neymar-tiet-lo-ly-do-khoc-sau-ban-thang-vao-luoi-costa-rica-3767799.html,
description: Tiền đạo người Brazil vỡ òa trong niềm vui chiến thắng của đội bóng cũng như cá nhân anh.

title: HLV Thanh Hóa hài lòng sau khi thanh lọc lực lượng,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/hlv-thanh-hoa-hai-long-sau-khi-thanh-loc-luc-luong-3767795.html,
description: Sau khi loại bỏ một số cầu thủ, đội bóng xứ Thanh đã có ba chiến thắng liên tiếp ở Nuti Café V-League 2018.

title: HLV Quảng Nam: 'Văn Lâm xứng đáng là thủ môn số một Việt Nam',
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/hlv-quang-nam-van-lam-xung-dang-la-thu-mon-so-mot-viet-nam-3767786.html,
description: Ông Hoàng Văn Phúc cho rằng nếu Hải Phòng không có Văn Lâm, đội bóng của ông đã chiến thắng ở vòng 15 Nuti Café V-League 2018, hôm qua 22/6.

title: Hậu vệ Tây Ban Nha hy vọng không gặp lại Ronaldo,
link: https://thethao.vnexpress.net/tin-tuc/tin-tuc/hau-ve-tay-ban-nha-hy-vong-khong-gap-lai-ronaldo-3767671.html,
description: Dani Carvajal muốn tránh đồng đội tại Real Madrid ít nhất cho đến trận chung kết World Cup 2018.

title: Địa ốc Hoàng Quân giảm tỷ trọng rót vốn vào nhà ở xã hội,
link: https://kinhdoanh.vnexpress.net/tin-tuc/doanh-nghiep/dia-oc-hoang-quan-giam-ty-trong-rot-von-vao-nha-o-xa-hoi-3768068.html,
description: Hoàng Quân sẽ đầu tư mạnh vào nhà ở thương mại, nghỉ dưỡng, văn phòng… nhằm tránh lệ thuộc vào một nguồn thu và tăng hiệu quả quay vòng vốn.

title: Neymar - siêu sao của nhiều nhãn hàng nhất thế giới,
link: https://kinhdoanh.vnexpress.net/tin-tuc/quoc-te/neymar-sieu-sao-cua-nhieu-nhan-hang-nhat-the-gioi-3767791.html,
description: Tiền đạo vừa ghi bàn ấn định chiến thắng của Brazil trước Costa Rica tối qua đang làm gương mặt đại diện cho 27 doanh nghiệp trên toàn cầu.

title: Ibrahimovic kiếm bộn tiền nhờ World Cup dù không tham dự,
link: https://kinhdoanh.vnexpress.net/tin-tuc/quoc-te/ibrahimovic-kiem-bon-tien-nho-world-cup-du-khong-tham-du-3767583.html,
description: Đã chia tay tuyển Thụy Điển 2 năm nhưng Ibrahimovic vẫn rất hút quảng cáo tại World Cup 2018.

title: Lần đầu sau 108 năm, Chanel công bố kết quả kinh doanh,
link: https://kinhdoanh.vnexpress.net/tin-tuc/quoc-te/lan-dau-sau-108-nam-chanel-cong-bo-ket-qua-kinh-doanh-3767727.html,
description: Thương hiệu này thông báo đạt doanh thu 9,6 tỷ USD trong năm ngoái, tăng 11% so với năm trước đó.

title: Cục Thuế TP HCM và Uber hoà giải bất thành,
link: https://kinhdoanh.vnexpress.net/tin-tuc/doanh-nghiep/cuc-thue-tp-hcm-va-uber-hoa-giai-bat-thanh-3767617.html,
description: Mỗi bên đều bảo lưu quan điểm của mình nên buổi hoà giải giữa Cục Thuế TP HCM và Uber B.V chiều 22/6 đã không đạt được kết quả. 

title: Bầu Đức bị cổ đông phàn nàn vì giá cổ phiếu quá thấp,
link: https://kinhdoanh.vnexpress.net/tin-tuc/doanh-nghiep/bau-duc-bi-co-dong-phan-nan-vi-gia-co-phieu-qua-thap-3767892.html,
description: Cổ đông Công ty Hoàng Anh Gia Lai bày tỏ nỗi thất vọng khi giá HAG giảm không phanh và đề nghị có sách lược kéo giá cổ phiếu đi lên.

title: Bầu Đức dồn lực cho chuối, bưởi, thanh long,
link: https://kinhdoanh.vnexpress.net/tin-tuc/doanh-nghiep/bau-duc-don-luc-cho-chuoi-buoi-thanh-long-3767797.html,
description: Ngoài một số cây trồng chiến lược như chuối, bưởi, thanh long..., Bầu Đức sẽ phát triển thêm ớt, xoài, chanh dây và bơ.

title: Xiaomi thưởng CEO hơn một tỷ USD trước IPO,
link: https://kinhdoanh.vnexpress.net/tin-tuc/quoc-te/xiaomi-thuong-ceo-hon-mot-ty-usd-truoc-ipo-3767762.html,
description: Đây là một trong những khoản thưởng lớn nhất lịch sử của một doanh nghiệp.

title: Thị trấn Trung Quốc trông chờ thương mại với Triều Tiên hồi sinh,
link: https://kinhdoanh.vnexpress.net/tin-tuc/quoc-te/thi-tran-trung-quoc-trong-cho-thuong-mai-voi-trieu-tien-hoi-sinh-3767426.html,
description: Toàn bộ hoạt động kinh tế của Hunchun, từ dòng chảy dầu mỏ, than đá, hải sản đến lao động phổ thông đều sụt giảm mạnh vì thương mại với Trung Quốc gián đoạn.

title: Ông chủ Alibaba và Tencent dốc tiền mua nhà ở Hong Kong,
link: https://kinhdoanh.vnexpress.net/tin-tuc/quoc-te/ong-chu-alibaba-va-tencent-doc-tien-mua-nha-o-hong-kong-3767397.html,
description: Tương tự nhiều tỷ phú Trung Quốc, hai ông chủ của Alibaba và Tencent đều sở hữu những căn nhà thuộc hàng đắt đỏ bậc nhất Hong Kong.

title: 'Con cưng' đầu tiên của Viettel sẽ lên sàn vào tháng 7,
link: https://kinhdoanh.vnexpress.net/tin-tuc/doanh-nghiep/con-cung-dau-tien-cua-viettel-se-len-san-vao-thang-7-3767647.html,
description: Cổ đông Viettel Global cũng vừa thông qua việc tăng vốn điều lệ lên 30.430 tỷ đồng bằng cách phát hành riêng lẻ 800 triệu cổ phần. 

title: Giá vàng tăng phiên cuối tuần,
link: https://kinhdoanh.vnexpress.net/tin-tuc/hang-hoa/gia-vang-tang-phien-cuoi-tuan-3767682.html,
description: Vàng miếng trong nước sáng nay tăng vài chục nghìn đồng, lên sát 37 triệu đồng một lượng.

title: Tổng công ty Hàng hải sẽ IPO vào tháng 9,
link: https://kinhdoanh.vnexpress.net/tin-tuc/chung-khoan/tong-cong-ty-hang-hai-se-ipo-vao-thang-9-3767607.html,
description: Tổng công ty Hàng hải sẽ nắm 65% vốn điều lệ, bán cho nhà đầu tư chiến lược 14 %, bán cho cán bộ công nhân viên 2%.  

title: 4 lý do bất động sản công nghiệp Việt Nam tăng nhiệt,
link: https://kinhdoanh.vnexpress.net/tin-tuc/bat-dong-san/4-ly-do-bat-dong-san-cong-nghiep-viet-nam-tang-nhiet-3767423.html,
description: Chi phí thấp, vị trí chiến lược và kinh tế tăng trưởng ổn định giúp Việt Nam trở thành thỏi nam châm hút khách thuê bất động sản công nghiệp.

title: Làm gì để sinh lời với 300 triệu đồng đi vay?,
link: https://kinhdoanh.vnexpress.net/tin-tuc/tien-cua-toi/lam-gi-de-sinh-loi-voi-300-trieu-dong-di-vay-3767407.html,
description: Tôi đã vay 300 triệu đồng, lãi suất 9% một năm dự định mở rộng quán ăn, nhưng sau đó không thực hiện nữa. Vậy tôi có thể dùng số tiền này kinh doanh gì để sinh lời?

title: Hãng thời trang có hàng chục nghìn người chờ mua,
link: http://startup.vnexpress.net/tin-tuc/hanh-trinh-khoi-nghiep/hang-thoi-trang-co-hang-chuc-nghin-nguoi-cho-mua-3767420.html,
description: Nữ doanh nhân người Pháp thiết kế nhiều mẫu sáng tạo, chuyên bán hàng trực tuyến, với hàng chục nghìn đơn hàng mỗi tháng.

title: Năm startup lĩnh vực giao thông tại Việt Nam,
link: http://startup.vnexpress.net/tin-tuc/xu-huong/nam-startup-linh-vuc-giao-thong-tai-viet-nam-3763196.html,
description: Ứng dụng gọi xe "made in Vietnam" có nhiều khác biệt với đối thủ ngoại như không thu phí chiết khấu tài xế hay không tăng giá giờ cao điểm. 

title: Vợ chồng ông chủ Trung Nguyên lại tranh chấp nhãn hiệu cà phê G7,
link: https://kinhdoanh.vnexpress.net/tin-tuc/doanh-nghiep/vo-chong-ong-chu-trung-nguyen-lai-tranh-chap-nhan-hieu-ca-phe-g7-3767429.html,
description: Hải quan liên tục phải nhờ các cơ quan liên quan phối hợp giải quyết tranh chấp nhãn hiệu G7 của Trung Nguyên.

title: Chân dung hai ông lớn dẫn đầu chuỗi bán lẩu, nướng, bia tươi,
link: https://kinhdoanh.vnexpress.net/tin-tuc/doanh-nghiep/chan-dung-hai-ong-lon-dan-dau-chuoi-ban-lau-nuong-bia-tuoi-3767287.html,
description: Golden Gate và Redsun được biết đến nhiều nhất hiện nay với gần 30 thương hiệu cùng chuỗi hơn 300 nhà hàng trên cả nước.

title: 111 triệu tấn phế liệu sẽ được xử lý thế nào khi Trung Quốc ngừng nhập khẩu,
link: https://kinhdoanh.vnexpress.net/tin-tuc/hang-hoa/111-trieu-tan-phe-lieu-se-duoc-xu-ly-the-nao-khi-trung-quoc-ngung-nhap-khau-3767545.html,
description: Gần đây, lượng phế thải bắt đầu tràn về Ấn Độ, Việt Nam, Malaysia... sau khi Trung Quốc cảnh báo sẽ ngừng nhập mặt hàng này.

title: Giá xăng giảm từ 15h,
link: https://kinhdoanh.vnexpress.net/tin-tuc/hang-hoa/gia-xang-giam-tu-15h-3767326.html,
description: Giảm hơn 300 đồng, mỗi lít xăng E5 RON 92 về mức tối đa 19.611 đồng, xăng RON 95 là 21.177 đồng. 

title: Tranh cãi chuyện chủ công ty đòi nợ thuê phải có bằng đại học,
link: https://kinhdoanh.vnexpress.net/tin-tuc/doanh-nghiep/tranh-cai-chuyen-chu-cong-ty-doi-no-thue-phai-co-bang-dai-hoc-3767014.html,
description: Quy định chủ công ty đòi nợ thuê phải có học vấn đại học, vốn điều lệ công ty đòi nợ tối thiểu 2 tỷ đồng... đang vấp phải sự phản đối từ VCCI.

title: Tiền Trung Quốc vào Mỹ giảm hơn 90%,
link: https://kinhdoanh.vnexpress.net/tin-tuc/quoc-te/tien-trung-quoc-vao-my-giam-hon-90-3766990.html,
description: Căng thẳng giữa hai nền kinh tế lớn nhất thế giới khiến đầu tư của Trung Quốc vào Mỹ lao dốc trong 5 tháng đầu năm.

title: Vé số ở Quảng Bình trúng Jackpot hơn 44 tỷ đồng,
link: https://kinhdoanh.vnexpress.net/tin-tuc/hang-hoa/ve-so-o-quang-binh-trung-jackpot-hon-44-ty-dong-3767027.html,
description: Đây là lần thứ tư giải thưởng có xác suất trúng lên đến 1/28,9 triệu tìm được chủ nhân kể từ khi vận hành tháng 8/2017. 

title: Giá USD hạ nhiệt,
link: https://kinhdoanh.vnexpress.net/tin-tuc/ebank/ngan-hang/gia-usd-ha-nhiet-3767427.html,
description: Sau khi tăng mạnh trong nhiều ngày qua, đôla Mỹ cả trong ngân hàng và tự do đã giảm vài chục đồng chiều nay.

title: Thủ tục hải quan một cửa nhưng bị chê 'còn nhiều khóa’,
link: https://kinhdoanh.vnexpress.net/tin-tuc/doanh-nghiep/thu-tuc-hai-quan-mot-cua-nhung-bi-che-con-nhieu-khoa-3767268.html,
description: Nhiều doanh nghiệp vẫn ngại làm việc với chi cục hải quan địa phương và phải gặp cấp cao hơn mới giải quyết được vướng mắc.

title: Tỷ phú Ethereum tìm món hời tại Trung Quốc,
link: https://kinhdoanh.vnexpress.net/tin-tuc/quoc-te/ty-phu-ethereum-tim-mon-hoi-tai-trung-quoc-3767274.html,
description: Sau khi kiếm được một tỷ USD nhờ đầu tư vào Bitcoin và đồng sáng lập Ethereum, Anthony Di Iorio rất tin vào tiền số.

title: USD ngân hàng vượt 22.930 đồng, vàng quay đầu đi lên,
link: https://kinhdoanh.vnexpress.net/tin-tuc/hang-hoa/usd-ngan-hang-vuot-22-930-dong-vang-quay-dau-di-len-3767195.html,
